in:Index,out:EveningMaxSunhoursLoss,out:EveningTotalSunhoursLoss,out:MaxSunhoursLoss,out:TotalSunhoursLoss,out:Volume,img_1,img_2
1569,6,5187,10,12828,"565,000",{31;19}_SiteColibriView.png,{31;19}_SiteColibriView2.png
1570,5,3880,9,8975,"704,333",{31;20}_SiteColibriView.png,{31;20}_SiteColibriView2.png
1571,6,3586,9,8508,"704,333",{31;21}_SiteColibriView.png,{31;21}_SiteColibriView2.png
1572,9,4142,13,9308,"669,667",{31;22}_SiteColibriView.png,{31;22}_SiteColibriView2.png
1573,8,4651,11,11631,"574,333",{31;23}_SiteColibriView.png,{31;23}_SiteColibriView2.png
1574,8,4501,11,10887,"579,333",{31;24}_SiteColibriView.png,{31;24}_SiteColibriView2.png
1575,9,3698,13,8488,"711,333",{31;25}_SiteColibriView.png,{31;25}_SiteColibriView2.png
1576,5,4343,10,10204,"638,667",{31;26}_SiteColibriView.png,{31;26}_SiteColibriView2.png
1577,7,4818,11,11924,"579,333",{31;27}_SiteColibriView.png,{31;27}_SiteColibriView2.png
1578,8,5805,14,14188,"526,000",{31;28}_SiteColibriView.png,{31;28}_SiteColibriView2.png
1579,8,4808,11,12013,"555,667",{31;29}_SiteColibriView.png,{31;29}_SiteColibriView2.png
1580,9,6317,18,16469,"492,000",{31;30}_SiteColibriView.png,{31;30}_SiteColibriView2.png
1581,7,4810,12,11766,"555,667",{31;31}_SiteColibriView.png,{31;31}_SiteColibriView2.png
1582,6,3768,9,8351,"683,000",{31;32}_SiteColibriView.png,{31;32}_SiteColibriView2.png
1583,7,4428,9,10637,"604,667",{31;33}_SiteColibriView.png,{31;33}_SiteColibriView2.png
1584,8,5190,12,12845,"538,333",{31;34}_SiteColibriView.png,{31;34}_SiteColibriView2.png
1585,6,4204,14,9993,"650,667",{31;35}_SiteColibriView.png,{31;35}_SiteColibriView2.png
1586,8,4272,11,10438,"621,333",{31;36}_SiteColibriView.png,{31;36}_SiteColibriView2.png
1587,5,3919,10,8749,"697,000",{31;37}_SiteColibriView.png,{31;37}_SiteColibriView2.png
1588,8,4335,14,9582,"644,667",{31;38}_SiteColibriView.png,{31;38}_SiteColibriView2.png
1589,7,5021,11,11453,"584,333",{31;39}_SiteColibriView.png,{31;39}_SiteColibriView2.png
1590,6,3857,9,9358,"676,333",{31;40}_SiteColibriView.png,{31;40}_SiteColibriView2.png
1591,6,4533,16,10704,"610,333",{31;41}_SiteColibriView.png,{31;41}_SiteColibriView2.png
1592,9,5750,14,14238,"499,333",{31;42}_SiteColibriView.png,{31;42}_SiteColibriView2.png
1593,6,5120,12,12339,"589,333",{31;43}_SiteColibriView.png,{31;43}_SiteColibriView2.png
1594,6,4171,9,10084,"632,667",{31;44}_SiteColibriView.png,{31;44}_SiteColibriView2.png
1595,7,4913,11,11856,"547,000",{31;45}_SiteColibriView.png,{31;45}_SiteColibriView2.png
1596,7,4447,11,10624,"594,333",{31;46}_SiteColibriView.png,{31;46}_SiteColibriView2.png
1597,5,3899,10,8711,"719,000",{31;47}_SiteColibriView.png,{31;47}_SiteColibriView2.png
1598,8,5461,18,13471,"503,000",{31;48}_SiteColibriView.png,{31;48}_SiteColibriView2.png
1599,7,5291,9,13191,"555,667",{31;49}_SiteColibriView.png,{31;49}_SiteColibriView2.png
1600,5,4195,10,9727,"638,667",{32;0}_SiteColibriView.png,{32;0}_SiteColibriView2.png
1601,11,6473,18,16796,"465,333",{32;1}_SiteColibriView.png,{32;1}_SiteColibriView2.png
1602,12,7288,16,17496,"468,333",{32;2}_SiteColibriView.png,{32;2}_SiteColibriView2.png
1603,6,3999,9,9327,"650,667",{32;3}_SiteColibriView.png,{32;3}_SiteColibriView2.png
1604,12,7288,16,17496,"468,333",{32;4}_SiteColibriView.png,{32;4}_SiteColibriView2.png
1605,5,3412,9,7868,"726,667",{32;5}_SiteColibriView.png,{32;5}_SiteColibriView2.png
1606,5,3513,9,7863,"758,667",{32;6}_SiteColibriView.png,{32;6}_SiteColibriView2.png
1607,11,6209,18,15811,"471,667",{32;7}_SiteColibriView.png,{32;7}_SiteColibriView2.png
1608,5,3513,9,7863,"758,667",{32;8}_SiteColibriView.png,{32;8}_SiteColibriView2.png
1609,11,6649,17,17010,"465,333",{32;9}_SiteColibriView.png,{32;9}_SiteColibriView2.png
1610,9,5486,13,13619,"522,000",{32;10}_SiteColibriView.png,{32;10}_SiteColibriView2.png
1611,9,5750,14,14238,"499,333",{32;11}_SiteColibriView.png,{32;11}_SiteColibriView2.png
1612,6,5120,12,12339,"589,333",{32;12}_SiteColibriView.png,{32;12}_SiteColibriView2.png
1613,8,4870,15,11634,"560,333",{32;13}_SiteColibriView.png,{32;13}_SiteColibriView2.png
1614,8,5864,16,14841,"485,000",{32;14}_SiteColibriView.png,{32;14}_SiteColibriView2.png
1615,6,3768,9,8351,"683,000",{32;15}_SiteColibriView.png,{32;15}_SiteColibriView2.png
1616,9,3698,13,8488,"711,333",{32;16}_SiteColibriView.png,{32;16}_SiteColibriView2.png
1617,7,4913,11,11856,"547,000",{32;17}_SiteColibriView.png,{32;17}_SiteColibriView2.png
1618,8,5263,13,12808,"534,333",{32;18}_SiteColibriView.png,{32;18}_SiteColibriView2.png
1619,11,6463,16,16551,"475,000",{32;19}_SiteColibriView.png,{32;19}_SiteColibriView2.png
1620,8,4180,12,9247,"657,000",{32;20}_SiteColibriView.png,{32;20}_SiteColibriView2.png
1621,5,4075,9,9078,"697,000",{32;21}_SiteColibriView.png,{32;21}_SiteColibriView2.png
1622,5,3899,10,8711,"719,000",{32;22}_SiteColibriView.png,{32;22}_SiteColibriView2.png
1623,8,4658,11,11724,"565,000",{32;23}_SiteColibriView.png,{32;23}_SiteColibriView2.png
1624,11,6557,17,16692,"471,667",{32;24}_SiteColibriView.png,{32;24}_SiteColibriView2.png
1625,7,4462,12,10977,"574,333",{32;25}_SiteColibriView.png,{32;25}_SiteColibriView2.png
1626,7,4184,11,9858,"632,667",{32;26}_SiteColibriView.png,{32;26}_SiteColibriView2.png
1627,9,5456,15,13162,"514,000",{32;27}_SiteColibriView.png,{32;27}_SiteColibriView2.png
1628,6,5187,10,12828,"565,000",{32;28}_SiteColibriView.png,{32;28}_SiteColibriView2.png
1629,6,4533,16,10704,"610,333",{32;29}_SiteColibriView.png,{32;29}_SiteColibriView2.png
1630,8,4651,11,11631,"574,333",{32;30}_SiteColibriView.png,{32;30}_SiteColibriView2.png
1631,8,5982,14,14540,"495,667",{32;31}_SiteColibriView.png,{32;31}_SiteColibriView2.png
1632,6,4745,14,11862,"604,667",{32;32}_SiteColibriView.png,{32;32}_SiteColibriView2.png
1633,8,5253,18,13324,"510,333",{32;33}_SiteColibriView.png,{32;33}_SiteColibriView2.png
1634,7,4452,12,10199,"589,333",{32;34}_SiteColibriView.png,{32;34}_SiteColibriView2.png
1635,9,5699,16,13890,"510,333",{32;35}_SiteColibriView.png,{32;35}_SiteColibriView2.png
1636,6,5263,10,13342,"555,667",{32;36}_SiteColibriView.png,{32;36}_SiteColibriView2.png
1637,8,4252,11,10255,"615,667",{32;37}_SiteColibriView.png,{32;37}_SiteColibriView2.png
1638,8,5805,14,14188,"526,000",{32;38}_SiteColibriView.png,{32;38}_SiteColibriView2.png
1639,7,5021,11,11453,"584,333",{32;39}_SiteColibriView.png,{32;39}_SiteColibriView2.png
1640,5,3919,10,8749,"697,000",{32;40}_SiteColibriView.png,{32;40}_SiteColibriView2.png
1641,6,3857,9,9358,"676,333",{32;41}_SiteColibriView.png,{32;41}_SiteColibriView2.png
1642,9,4142,13,9308,"669,667",{32;42}_SiteColibriView.png,{32;42}_SiteColibriView2.png
1643,5,3999,9,9566,"683,000",{32;43}_SiteColibriView.png,{32;43}_SiteColibriView2.png
1644,7,4301,14,10164,"621,333",{32;44}_SiteColibriView.png,{32;44}_SiteColibriView2.png
1645,8,4335,14,9582,"644,667",{32;45}_SiteColibriView.png,{32;45}_SiteColibriView2.png
1646,7,5291,9,13191,"555,667",{32;46}_SiteColibriView.png,{32;46}_SiteColibriView2.png
1647,7,4447,11,10624,"594,333",{32;47}_SiteColibriView.png,{32;47}_SiteColibriView2.png
1648,9,5699,14,14510,"518,000",{32;48}_SiteColibriView.png,{32;48}_SiteColibriView2.png
1649,5,3880,9,8975,"704,333",{32;49}_SiteColibriView.png,{32;49}_SiteColibriView2.png
1650,5,3513,9,7863,"758,667",{33;0}_SiteColibriView.png,{33;0}_SiteColibriView2.png
1651,5,3412,9,7868,"726,667",{33;1}_SiteColibriView.png,{33;1}_SiteColibriView2.png
1652,5,3880,9,8975,"704,333",{33;2}_SiteColibriView.png,{33;2}_SiteColibriView2.png
1653,11,6649,17,17010,"465,333",{33;3}_SiteColibriView.png,{33;3}_SiteColibriView2.png
1654,5,3513,9,7863,"758,667",{33;4}_SiteColibriView.png,{33;4}_SiteColibriView2.png
1655,12,7288,16,17496,"468,333",{33;5}_SiteColibriView.png,{33;5}_SiteColibriView2.png
1656,5,3933,9,8479,"697,000",{33;6}_SiteColibriView.png,{33;6}_SiteColibriView2.png
1657,12,7288,16,17496,"468,333",{33;7}_SiteColibriView.png,{33;7}_SiteColibriView2.png
1658,11,6343,18,16495,"468,333",{33;8}_SiteColibriView.png,{33;8}_SiteColibriView2.png
1659,6,3768,9,8351,"683,000",{33;9}_SiteColibriView.png,{33;9}_SiteColibriView2.png
1660,6,4974,12,12076,"589,333",{33;10}_SiteColibriView.png,{33;10}_SiteColibriView2.png
1661,11,6473,18,16796,"465,333",{33;11}_SiteColibriView.png,{33;11}_SiteColibriView2.png
1662,9,5458,16,13519,"503,000",{33;12}_SiteColibriView.png,{33;12}_SiteColibriView2.png
1663,8,4651,11,11631,"574,333",{33;13}_SiteColibriView.png,{33;13}_SiteColibriView2.png
1664,11,6209,18,15811,"471,667",{33;14}_SiteColibriView.png,{33;14}_SiteColibriView2.png
1665,8,5263,13,12808,"534,333",{33;15}_SiteColibriView.png,{33;15}_SiteColibriView2.png
1666,5,4195,10,9727,"638,667",{33;16}_SiteColibriView.png,{33;16}_SiteColibriView2.png
1667,7,4913,11,11856,"547,000",{33;17}_SiteColibriView.png,{33;17}_SiteColibriView2.png
1668,9,3516,13,8086,"711,333",{33;18}_SiteColibriView.png,{33;18}_SiteColibriView2.png
1669,8,5864,16,14841,"485,000",{33;19}_SiteColibriView.png,{33;19}_SiteColibriView2.png
1670,7,5021,11,11453,"584,333",{33;20}_SiteColibriView.png,{33;20}_SiteColibriView2.png
1671,9,5456,15,13162,"514,000",{33;21}_SiteColibriView.png,{33;21}_SiteColibriView2.png
1672,8,4252,11,10255,"615,667",{33;22}_SiteColibriView.png,{33;22}_SiteColibriView2.png
1673,11,6463,16,16551,"475,000",{33;23}_SiteColibriView.png,{33;23}_SiteColibriView2.png
1674,9,5700,18,13914,"499,333",{33;24}_SiteColibriView.png,{33;24}_SiteColibriView2.png
1675,9,5730,14,14319,"506,667",{33;25}_SiteColibriView.png,{33;25}_SiteColibriView2.png
1676,8,5853,15,14471,"495,667",{33;26}_SiteColibriView.png,{33;26}_SiteColibriView2.png
1677,9,5750,14,14238,"499,333",{33;27}_SiteColibriView.png,{33;27}_SiteColibriView2.png
1678,7,4301,14,10164,"621,333",{33;28}_SiteColibriView.png,{33;28}_SiteColibriView2.png
1679,11,6557,17,16692,"471,667",{33;29}_SiteColibriView.png,{33;29}_SiteColibriView2.png
1680,9,5861,13,14547,"518,000",{33;30}_SiteColibriView.png,{33;30}_SiteColibriView2.png
1681,6,3814,9,9040,"657,000",{33;31}_SiteColibriView.png,{33;31}_SiteColibriView2.png
1682,7,4452,12,10199,"589,333",{33;32}_SiteColibriView.png,{33;32}_SiteColibriView2.png
1683,6,4048,10,9087,"627,000",{33;33}_SiteColibriView.png,{33;33}_SiteColibriView2.png
1684,6,5263,10,13342,"555,667",{33;34}_SiteColibriView.png,{33;34}_SiteColibriView2.png
1685,7,5100,9,12415,"584,333",{33;35}_SiteColibriView.png,{33;35}_SiteColibriView2.png
1686,6,4745,14,11862,"604,667",{33;36}_SiteColibriView.png,{33;36}_SiteColibriView2.png
1687,7,4447,11,10624,"594,333",{33;37}_SiteColibriView.png,{33;37}_SiteColibriView2.png
1688,9,5486,13,13619,"522,000",{33;38}_SiteColibriView.png,{33;38}_SiteColibriView2.png
1689,5,3621,10,8264,"704,333",{33;39}_SiteColibriView.png,{33;39}_SiteColibriView2.png
1690,8,5982,14,14540,"495,667",{33;40}_SiteColibriView.png,{33;40}_SiteColibriView2.png
1691,7,4462,12,10977,"574,333",{33;41}_SiteColibriView.png,{33;41}_SiteColibriView2.png
1692,8,5586,14,13810,"518,000",{33;42}_SiteColibriView.png,{33;42}_SiteColibriView2.png
1693,7,4329,9,10711,"638,667",{33;43}_SiteColibriView.png,{33;43}_SiteColibriView2.png
1694,6,5187,10,12828,"565,000",{33;44}_SiteColibriView.png,{33;44}_SiteColibriView2.png
1695,5,3919,10,8749,"697,000",{33;45}_SiteColibriView.png,{33;45}_SiteColibriView2.png
1696,5,4496,14,11444,"621,333",{33;46}_SiteColibriView.png,{33;46}_SiteColibriView2.png
1697,6,4533,16,10704,"610,333",{33;47}_SiteColibriView.png,{33;47}_SiteColibriView2.png
1698,5,3999,9,9566,"683,000",{33;48}_SiteColibriView.png,{33;48}_SiteColibriView2.png
1699,8,4870,15,11634,"560,333",{33;49}_SiteColibriView.png,{33;49}_SiteColibriView2.png
1700,6,3530,9,7567,"690,000",{34;0}_SiteColibriView.png,{34;0}_SiteColibriView2.png
1701,12,7288,16,17496,"468,333",{34;1}_SiteColibriView.png,{34;1}_SiteColibriView2.png
1702,11,6473,18,16796,"465,333",{34;2}_SiteColibriView.png,{34;2}_SiteColibriView2.png
1703,5,3456,9,7667,"776,000",{34;3}_SiteColibriView.png,{34;3}_SiteColibriView2.png
1704,5,3412,9,7868,"726,667",{34;4}_SiteColibriView.png,{34;4}_SiteColibriView2.png
1705,12,7288,16,17496,"468,333",{34;5}_SiteColibriView.png,{34;5}_SiteColibriView2.png
1706,5,3880,9,8975,"704,333",{34;6}_SiteColibriView.png,{34;6}_SiteColibriView2.png
1707,11,6557,17,16692,"471,667",{34;7}_SiteColibriView.png,{34;7}_SiteColibriView2.png
1708,11,6649,17,17010,"465,333",{34;8}_SiteColibriView.png,{34;8}_SiteColibriView2.png
1709,9,3516,13,8086,"711,333",{34;9}_SiteColibriView.png,{34;9}_SiteColibriView2.png
1710,8,4651,11,11631,"574,333",{34;10}_SiteColibriView.png,{34;10}_SiteColibriView2.png
1711,5,3513,9,7863,"758,667",{34;11}_SiteColibriView.png,{34;11}_SiteColibriView2.png
1712,11,6209,18,15811,"471,667",{34;12}_SiteColibriView.png,{34;12}_SiteColibriView2.png
1713,5,4195,10,9727,"638,667",{34;13}_SiteColibriView.png,{34;13}_SiteColibriView2.png
1714,6,3768,9,8351,"683,000",{34;14}_SiteColibriView.png,{34;14}_SiteColibriView2.png
1715,7,4447,11,10624,"594,333",{34;15}_SiteColibriView.png,{34;15}_SiteColibriView2.png
1716,11,6463,16,16551,"475,000",{34;16}_SiteColibriView.png,{34;16}_SiteColibriView2.png
1717,6,5263,10,13342,"555,667",{34;17}_SiteColibriView.png,{34;17}_SiteColibriView2.png
1718,8,5982,14,14540,"495,667",{34;18}_SiteColibriView.png,{34;18}_SiteColibriView2.png
1719,9,5700,18,13914,"499,333",{34;19}_SiteColibriView.png,{34;19}_SiteColibriView2.png
1720,7,4896,16,11761,"560,333",{34;20}_SiteColibriView.png,{34;20}_SiteColibriView2.png
1721,8,5864,16,14841,"485,000",{34;21}_SiteColibriView.png,{34;21}_SiteColibriView2.png
1722,6,4944,13,11997,"569,667",{34;22}_SiteColibriView.png,{34;22}_SiteColibriView2.png
1723,8,5756,16,14526,"495,667",{34;23}_SiteColibriView.png,{34;23}_SiteColibriView2.png
1724,8,4870,15,11634,"560,333",{34;24}_SiteColibriView.png,{34;24}_SiteColibriView2.png
1725,8,5586,14,13810,"518,000",{34;25}_SiteColibriView.png,{34;25}_SiteColibriView2.png
1726,8,5630,12,13787,"526,000",{34;26}_SiteColibriView.png,{34;26}_SiteColibriView2.png
1727,9,5861,13,14547,"518,000",{34;27}_SiteColibriView.png,{34;27}_SiteColibriView2.png
1728,7,4452,12,10199,"589,333",{34;28}_SiteColibriView.png,{34;28}_SiteColibriView2.png
1729,6,5143,10,12734,"574,333",{34;29}_SiteColibriView.png,{34;29}_SiteColibriView2.png
1730,7,4462,12,10977,"574,333",{34;30}_SiteColibriView.png,{34;30}_SiteColibriView2.png
1731,5,4496,14,11444,"621,333",{34;31}_SiteColibriView.png,{34;31}_SiteColibriView2.png
1732,6,4048,10,9087,"627,000",{34;32}_SiteColibriView.png,{34;32}_SiteColibriView2.png
1733,8,5263,13,12808,"534,333",{34;33}_SiteColibriView.png,{34;33}_SiteColibriView2.png
1734,9,5456,15,13162,"514,000",{34;34}_SiteColibriView.png,{34;34}_SiteColibriView2.png
1735,6,3814,9,9040,"657,000",{34;35}_SiteColibriView.png,{34;35}_SiteColibriView2.png
1736,11,6343,18,16495,"468,333",{34;36}_SiteColibriView.png,{34;36}_SiteColibriView2.png
1737,5,3621,10,8264,"704,333",{34;37}_SiteColibriView.png,{34;37}_SiteColibriView2.png
1738,9,6019,18,14671,"481,667",{34;38}_SiteColibriView.png,{34;38}_SiteColibriView2.png
1739,7,5100,9,12415,"584,333",{34;39}_SiteColibriView.png,{34;39}_SiteColibriView2.png
1740,8,4252,11,10255,"615,667",{34;40}_SiteColibriView.png,{34;40}_SiteColibriView2.png
1741,6,4533,16,10704,"610,333",{34;41}_SiteColibriView.png,{34;41}_SiteColibriView2.png
1742,7,5245,12,12968,"534,333",{34;42}_SiteColibriView.png,{34;42}_SiteColibriView2.png
1743,6,3996,10,9648,"650,667",{34;43}_SiteColibriView.png,{34;43}_SiteColibriView2.png
1744,7,4913,11,11856,"547,000",{34;44}_SiteColibriView.png,{34;44}_SiteColibriView2.png
1745,9,5486,13,13619,"522,000",{34;45}_SiteColibriView.png,{34;45}_SiteColibriView2.png
1746,8,5331,13,13188,"530,000",{34;46}_SiteColibriView.png,{34;46}_SiteColibriView2.png
1747,6,4746,12,11176,"610,333",{34;47}_SiteColibriView.png,{34;47}_SiteColibriView2.png
1748,5,3513,9,7863,"758,667",{34;48}_SiteColibriView.png,{34;48}_SiteColibriView2.png
1749,6,3768,9,8351,"683,000",{34;49}_SiteColibriView.png,{34;49}_SiteColibriView2.png
1750,9,5542,18,13454,"506,667",{35;0}_SiteColibriView.png,{35;0}_SiteColibriView2.png
1751,11,6649,17,17010,"465,333",{35;1}_SiteColibriView.png,{35;1}_SiteColibriView2.png
1752,12,7373,16,17859,"465,333",{35;2}_SiteColibriView.png,{35;2}_SiteColibriView2.png
1753,5,3513,9,7863,"758,667",{35;3}_SiteColibriView.png,{35;3}_SiteColibriView2.png
1754,5,3456,9,7667,"776,000",{35;4}_SiteColibriView.png,{35;4}_SiteColibriView2.png
1755,12,7288,16,17496,"468,333",{35;5}_SiteColibriView.png,{35;5}_SiteColibriView2.png
1756,5,3412,9,7868,"726,667",{35;6}_SiteColibriView.png,{35;6}_SiteColibriView2.png
1757,6,3814,9,9040,"657,000",{35;7}_SiteColibriView.png,{35;7}_SiteColibriView2.png
1758,6,3530,9,7567,"690,000",{35;8}_SiteColibriView.png,{35;8}_SiteColibriView2.png
1759,11,6557,17,16692,"471,667",{35;9}_SiteColibriView.png,{35;9}_SiteColibriView2.png
1760,8,5864,16,14841,"485,000",{35;10}_SiteColibriView.png,{35;10}_SiteColibriView2.png
1761,9,5456,15,13162,"514,000",{35;11}_SiteColibriView.png,{35;11}_SiteColibriView2.png
1762,5,4149,10,9333,"638,667",{35;12}_SiteColibriView.png,{35;12}_SiteColibriView2.png
1763,11,6665,16,16021,"478,333",{35;13}_SiteColibriView.png,{35;13}_SiteColibriView2.png
1764,6,3768,9,8351,"683,000",{35;14}_SiteColibriView.png,{35;14}_SiteColibriView2.png
1765,11,6343,18,16495,"468,333",{35;15}_SiteColibriView.png,{35;15}_SiteColibriView2.png
1766,6,3996,10,9648,"650,667",{35;16}_SiteColibriView.png,{35;16}_SiteColibriView2.png
1767,12,7288,16,17496,"468,333",{35;17}_SiteColibriView.png,{35;17}_SiteColibriView2.png
1768,11,6209,18,15811,"471,667",{35;18}_SiteColibriView.png,{35;18}_SiteColibriView2.png
1769,7,5245,12,12968,"534,333",{35;19}_SiteColibriView.png,{35;19}_SiteColibriView2.png
1770,6,5091,10,13078,"579,333",{35;20}_SiteColibriView.png,{35;20}_SiteColibriView2.png
1771,8,5837,12,14539,"514,000",{35;21}_SiteColibriView.png,{35;21}_SiteColibriView2.png
1772,9,5122,13,12518,"542,667",{35;22}_SiteColibriView.png,{35;22}_SiteColibriView2.png
1773,8,5432,14,13793,"518,000",{35;23}_SiteColibriView.png,{35;23}_SiteColibriView2.png
1774,7,4896,16,11761,"560,333",{35;24}_SiteColibriView.png,{35;24}_SiteColibriView2.png
1775,8,5150,14,12888,"534,333",{35;25}_SiteColibriView.png,{35;25}_SiteColibriView2.png
1776,8,4177,11,9886,"621,333",{35;26}_SiteColibriView.png,{35;26}_SiteColibriView2.png
1777,8,4651,11,11631,"574,333",{35;27}_SiteColibriView.png,{35;27}_SiteColibriView2.png
1778,5,3880,9,8975,"704,333",{35;28}_SiteColibriView.png,{35;28}_SiteColibriView2.png
1779,6,5022,12,11851,"584,333",{35;29}_SiteColibriView.png,{35;29}_SiteColibriView2.png
1780,6,5143,10,12734,"574,333",{35;30}_SiteColibriView.png,{35;30}_SiteColibriView2.png
1781,6,4533,16,10704,"610,333",{35;31}_SiteColibriView.png,{35;31}_SiteColibriView2.png
1782,8,4870,15,11634,"560,333",{35;32}_SiteColibriView.png,{35;32}_SiteColibriView2.png
1783,6,5127,13,12978,"555,667",{35;33}_SiteColibriView.png,{35;33}_SiteColibriView2.png
1784,6,3690,10,8018,"663,333",{35;34}_SiteColibriView.png,{35;34}_SiteColibriView2.png
1785,7,4452,12,10199,"589,333",{35;35}_SiteColibriView.png,{35;35}_SiteColibriView2.png
1786,8,5756,16,14526,"495,667",{35;36}_SiteColibriView.png,{35;36}_SiteColibriView2.png
1787,7,4447,11,10624,"594,333",{35;37}_SiteColibriView.png,{35;37}_SiteColibriView2.png
1788,6,4944,13,11997,"569,667",{35;38}_SiteColibriView.png,{35;38}_SiteColibriView2.png
1789,5,3513,9,7863,"758,667",{35;39}_SiteColibriView.png,{35;39}_SiteColibriView2.png
1790,6,4048,10,9087,"627,000",{35;40}_SiteColibriView.png,{35;40}_SiteColibriView2.png
1791,6,4605,16,10757,"604,667",{35;41}_SiteColibriView.png,{35;41}_SiteColibriView2.png
1792,9,5700,18,13914,"499,333",{35;42}_SiteColibriView.png,{35;42}_SiteColibriView2.png
1793,9,3516,13,8086,"711,333",{35;43}_SiteColibriView.png,{35;43}_SiteColibriView2.png
1794,6,4295,10,9764,"621,333",{35;44}_SiteColibriView.png,{35;44}_SiteColibriView2.png
1795,5,3456,9,7667,"776,000",{35;45}_SiteColibriView.png,{35;45}_SiteColibriView2.png
1796,5,3621,10,8264,"704,333",{35;46}_SiteColibriView.png,{35;46}_SiteColibriView2.png
1797,6,3768,9,8351,"683,000",{35;47}_SiteColibriView.png,{35;47}_SiteColibriView2.png
1798,7,4200,9,9249,"644,667",{35;48}_SiteColibriView.png,{35;48}_SiteColibriView2.png
1799,5,4496,14,11444,"621,333",{35;49}_SiteColibriView.png,{35;49}_SiteColibriView2.png
1800,6,3530,9,7567,"690,000",{36;0}_SiteColibriView.png,{36;0}_SiteColibriView2.png
1801,5,3456,9,7667,"776,000",{36;1}_SiteColibriView.png,{36;1}_SiteColibriView2.png
1802,9,5700,18,13914,"499,333",{36;2}_SiteColibriView.png,{36;2}_SiteColibriView2.png
1803,5,3412,9,7868,"726,667",{36;3}_SiteColibriView.png,{36;3}_SiteColibriView2.png
1804,11,6649,17,17010,"465,333",{36;4}_SiteColibriView.png,{36;4}_SiteColibriView2.png
1805,12,7288,16,17496,"468,333",{36;5}_SiteColibriView.png,{36;5}_SiteColibriView2.png
1806,5,3693,9,8736,"704,333",{36;6}_SiteColibriView.png,{36;6}_SiteColibriView2.png
1807,12,7373,16,17859,"465,333",{36;7}_SiteColibriView.png,{36;7}_SiteColibriView2.png
1808,11,6665,16,16021,"478,333",{36;8}_SiteColibriView.png,{36;8}_SiteColibriView2.png
1809,9,3516,13,8086,"711,333",{36;9}_SiteColibriView.png,{36;9}_SiteColibriView2.png
1810,7,4452,12,10199,"589,333",{36;10}_SiteColibriView.png,{36;10}_SiteColibriView2.png
1811,8,4838,16,11355,"569,667",{36;11}_SiteColibriView.png,{36;11}_SiteColibriView2.png
1812,9,5456,15,13162,"514,000",{36;12}_SiteColibriView.png,{36;12}_SiteColibriView2.png
